5.160662599999999856e+01 -2.777721899999999877e+01
5.164481800000000078e+01 -2.829611099999999979e+01
5.164481800000000078e+01 -2.829611099999999979e+01
5.165325500000000147e+01 -2.788349699999999842e+01
5.165325500000000147e+01 -2.788349699999999842e+01
5.165325500000000147e+01 -2.788349699999999842e+01
5.165325500000000147e+01 -2.788349699999999842e+01
5.165531500000000165e+01 -2.778474900000000147e+01
5.166152199999999794e+01 -2.834739199999999926e+01
5.167438400000000343e+01 -2.832442999999999955e+01
5.167999999999999972e+01 -2.788040900000000022e+01
5.168278999999999712e+01 -2.779149299999999911e+01
5.169998999999999967e+01 -2.837079200000000156e+01
5.170206300000000255e+01 -2.782730199999999954e+01
5.170332899999999654e+01 -2.777667399999999986e+01
5.170332899999999654e+01 -2.777667399999999986e+01
5.170400800000000174e+01 -2.775032799999999966e+01
5.171583199999999891e+01 -2.833838499999999883e+01
5.172927800000000076e+01 -2.776019600000000054e+01
5.172927800000000076e+01 -2.776019600000000054e+01
5.173926900000000018e+01 -2.765345399999999998e+01
5.174555699999999803e+01 -2.827387200000000078e+01
5.174868200000000229e+01 -2.790794400000000053e+01
5.176515500000000003e+01 -2.774037200000000070e+01
5.177622000000000213e+01 -2.816543499999999867e+01
5.177711599999999947e+01 -2.862766200000000083e+01
5.177920499999999748e+01 -2.797073599999999871e+01
5.178648100000000198e+01 -2.839454699999999931e+01
5.179063800000000128e+01 -2.833161099999999877e+01
5.179582700000000273e+01 -2.816727900000000062e+01
5.179582700000000273e+01 -2.816727900000000062e+01
5.180309799999999854e+01 -2.786306000000000083e+01
5.181258900000000267e+01 -2.863073999999999941e+01
5.181695799999999963e+01 -2.810772899999999908e+01
5.181979900000000328e+01 -2.841369900000000115e+01
5.181979900000000328e+01 -2.841369900000000115e+01
5.181979900000000328e+01 -2.841369900000000115e+01
5.182082799999999878e+01 -2.868438799999999844e+01
5.182622299999999882e+01 -2.840503400000000056e+01
5.182795999999999736e+01 -2.831609399999999965e+01
5.182795999999999736e+01 -2.831609399999999965e+01
5.183848299999999654e+01 -2.873713199999999901e+01
